dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1702904400,2023-12-18 13:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,57.43,6437,56.88,57.49,56.98,60.33,986,,,98,32.99,180,44,2.88,,,,100,701,Mist,mist,50d
1702908000,2023-12-18 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,57.94,8047,56.8,57.94,57.04,59.99,985,,,96,14.97,170,,0.38,,,,75,500,Rain,light rain,10d
1702908000,2023-12-18 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,57.94,8047,56.8,57.94,57.04,59.99,985,,,96,14.97,170,,0.38,,,,75,701,Mist,mist,50d
1702911600,2023-12-18 15:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,57.61,1609,56.48,57.6,57,60.78,985,,,96,18.41,170,,,,,,100,701,Mist,mist,50d
1702915200,2023-12-18 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,55.56,1609,55,55.42,54.99,58.3,984,,,98,16.11,180,25.32,1.4,,,,100,501,Rain,moderate rain,10d
1702915200,2023-12-18 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,55.56,1609,55,55.42,54.99,58.3,984,,,98,16.11,180,25.32,1.4,,,,100,701,Mist,mist,50d
1702918800,2023-12-18 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,53.98,1609,52.86,53.58,52.02,57.2,983,,,96,21.85,320,27.63,2.44,,,,100,701,Mist,mist,50d
1702918800,2023-12-18 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,53.98,1609,52.86,53.58,52.02,57.2,983,,,96,21.85,320,27.63,2.44,,,,100,501,Rain,moderate rain,10d
1702922400,2023-12-18 18:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,50.58,10000,48.63,49.71,49.03,52,983,,,93,23.02,300,29.93,1.96,,,,100,501,Rain,moderate rain,10d
1702926000,2023-12-18 19:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,49.01,10000,46.2,41.2,48,51.01,985,,,90,26.46,300,37.98,0.81,,,,75,500,Rain,light rain,10d
1702929600,2023-12-18 20:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,49.46,10000,42.22,41.81,48.2,51.01,988,,,76,26.46,290,41.43,0.26,,,,75,500,Rain,light rain,10d
1702933200,2023-12-18 21:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,48.85,10000,39.88,41.54,48,51.78,991,,,71,23.02,280,37.98,,0.76,,,75,500,Rain,light rain,10d
1702936800,2023-12-18 22:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,48.96,10000,39.97,41.88,48.2,50.99,995,,,71,21.85,270,,,,,,40,802,Clouds,scattered clouds,03n
1702940400,2023-12-18 23:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,48.69,10000,38.62,41.54,48.2,49.98,997,,,68,21.85,250,27.63,,,,,75,803,Clouds,broken clouds,04n
1702944000,2023-12-19 00:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,47.46,10000,36.7,39.92,46.4,49.19,999,,,66,21.85,250,29.93,,,,,20,801,Clouds,few clouds,02n
1702947600,2023-12-19 01:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,46.17,10000,34.29,38.19,45.99,47.19,1000,,,63,21.85,260,32.21,,,,,20,801,Clouds,few clouds,02n
1702951200,2023-12-19 02:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,44.71,10000,33.3,36.05,44.01,46.38,1002,,,64,23.02,260,,,,,,20,801,Clouds,few clouds,02n
1702954800,2023-12-19 03:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,44.2,10000,31.68,36.63,43.02,45.19,1003,,,61,17.27,270,,,,,,20,801,Clouds,few clouds,02n
1702958400,2023-12-19 04:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.53,10000,30.97,35.08,41.2,44.58,1004,,,63,14.97,270,23.02,,,,,20,801,Clouds,few clouds,02n
1702962000,2023-12-19 05:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.22,10000,30.72,33.49,41.2,43.99,1004,,,63,19.57,270,25.32,,,,,75,803,Clouds,broken clouds,04n
1702965600,2023-12-19 06:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.05,10000,30.07,32.86,40.3,42.78,1004,,,64,16.11,270,,,,,,20,801,Clouds,few clouds,02n
1702969200,2023-12-19 07:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.34,10000,29.3,31.39,39,42.21,1005,,,66,13.8,250,,,,,,20,801,Clouds,few clouds,02n
1702972800,2023-12-19 08:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.4,10000,30.63,31.84,38.3,41.2,1005,,,70,12.66,260,,,,,,0,800,Clear,sky is clear,01n
1702976400,2023-12-19 09:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.4,10000,30,30.72,38.19,41,1006,,,68,16.11,260,,,,,,40,802,Clouds,scattered clouds,03n
1702980000,2023-12-19 10:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.16,10000,29.48,30.09,38.98,40.32,1007,,,67,17.27,270,,,,,,75,803,Clouds,broken clouds,04n
1702983600,2023-12-19 11:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,38.19,10000,29.61,29.53,37.4,39.99,1008,,,70,14.97,260,,,,,,20,801,Clouds,few clouds,02n
1702987200,2023-12-19 12:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.71,10000,29.19,28.54,37,39.33,1010,,,70,16.11,270,,,,,,75,803,Clouds,broken clouds,04n
1702990800,2023-12-19 13:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.35,10000,29.19,28.09,37,39.18,1011,,,71,16.11,270,,,,,,75,803,Clouds,broken clouds,04d
1702994400,2023-12-19 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.43,10000,30.67,31.5,39,41.32,1012,,,70,13.8,260,23.02,,,,,40,802,Clouds,scattered clouds,03d
1702998000,2023-12-19 15:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.9,10000,30.79,34.29,40.03,42.8,1013,,,64,14.97,300,,,,,,40,802,Clouds,scattered clouds,03d
1703001600,2023-12-19 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.1,10000,28.45,34.21,41.04,42.8,1014,,,57,16.11,300,,,,,,75,803,Clouds,broken clouds,04d
1703005200,2023-12-19 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,43.29,10000,25.75,35.74,41.99,45,1014,,,48,16.11,290,,,,,,75,803,Clouds,broken clouds,04d
1703008800,2023-12-19 18:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.91,10000,25.88,33.89,40.98,44.31,1015,,,49,21.85,290,,,,,,40,802,Clouds,scattered clouds,03d
1703012400,2023-12-19 19:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.97,10000,25.97,32.9,39.97,44.01,1016,,,51,20.71,310,26.46,,,,,75,803,Clouds,broken clouds,04d
1703016000,2023-12-19 20:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.67,10000,23.65,29.88,38.3,41.05,1017,,,50,20.71,290,33.38,,,,,75,803,Clouds,broken clouds,04d
1703019600,2023-12-19 21:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.22,10000,23.27,29.28,37.31,40.03,1018,,,50,20.71,300,,,,,,75,803,Clouds,broken clouds,04d
1703023200,2023-12-19 22:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.33,10000,22.14,26.8,36.3,38.32,1020,,,51,20.71,330,,,,,,75,803,Clouds,broken clouds,04n
1703026800,2023-12-19 23:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.58,10000,22.64,24.8,35.01,37.38,1022,,,56,19.57,310,25.32,,,,,40,802,Clouds,scattered clouds,03n
1703030400,2023-12-20 00:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,34.54,10000,22.87,22.84,33.8,35.58,1023,,,59,21.85,320,27.63,,,,,20,801,Clouds,few clouds,02n
1703034000,2023-12-20 01:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.69,10000,22.15,22.32,33.01,35.58,1025,,,59,19.57,320,,,,,,20,801,Clouds,few clouds,02n
1703037600,2023-12-20 02:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.39,10000,22.95,22.26,32.99,34.99,1025,,,62,18.41,310,,,,,,40,802,Clouds,scattered clouds,03n
1703041200,2023-12-20 03:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.21,10000,22.8,22.03,32.31,33.8,1026,,,62,18.41,320,,,,,,40,802,Clouds,scattered clouds,03n
1703044800,2023-12-20 04:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.21,10000,22.8,21.38,32.02,33.8,1026,,,62,20.71,330,25.32,,,,,75,803,Clouds,broken clouds,04n
1703048400,2023-12-20 05:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,31.98,10000,22.08,19.76,31.3,33.78,1026,,,63,20.71,310,25.32,,,,,20,801,Clouds,few clouds,02n
1703052000,2023-12-20 06:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.78,10000,21.25,18.18,30,33.01,1026,,,64,21.85,320,,,,,,20,801,Clouds,few clouds,02n
1703055600,2023-12-20 07:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.51,10000,20.34,18.88,30,31.98,1026,,,62,17.27,310,,,,,,20,801,Clouds,few clouds,02n
1703059200,2023-12-20 08:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.33,10000,20.17,19.44,29.3,32,1026,,,62,15.01,320,,,,,,0,800,Clear,sky is clear,01n
1703062800,2023-12-20 09:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.25,10000,20.43,18.95,29.19,32,1026,,,63,16.11,330,,,,,,0,800,Clear,sky is clear,01n
1703066400,2023-12-20 10:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,29.1,10000,19.98,19.38,28.2,31.98,1027,,,65,11.5,330,,,,,,0,800,Clear,sky is clear,01n
1703070000,2023-12-20 11:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,29.23,10000,20.1,19.53,28.31,31.98,1028,,,65,11.5,330,,,,,,0,800,Clear,sky is clear,01n
1703073600,2023-12-20 12:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,29.91,10000,20.43,20.95,28.31,32,1028,,,64,10.36,350,,,,,,0,800,Clear,sky is clear,01n
1703077200,2023-12-20 13:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.29,10000,21.11,21.42,29.98,32.2,1029,,,65,10.36,330,,,,,,20,801,Clouds,few clouds,02d
1703080800,2023-12-20 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.81,10000,21.78,22.24,31.3,34.03,1029,,,60,16.11,350,,,,,,0,800,Clear,sky is clear,01d
1703084400,2023-12-20 15:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,34.97,10000,22.51,25.83,32.99,36,1029,,,57,13.8,340,,,,,,0,800,Clear,sky is clear,01d
1703088000,2023-12-20 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.27,10000,23.29,27.64,34.99,37.99,1028,,,54,17.27,320,21.85,,,,,0,800,Clear,sky is clear,01d
1703091600,2023-12-20 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.33,10000,23.36,30.99,37.31,40.01,1028,,,50,14.97,320,,,,,,0,800,Clear,sky is clear,01d
1703095200,2023-12-20 18:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.5,10000,23.4,34.5,40.03,43.2,1027,,,46,12.66,340,,,,,,0,800,Clear,sky is clear,01d
1703098800,2023-12-20 19:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.87,10000,23.09,36.63,41.99,44.04,1027,,,43,11.5,350,,,,,,20,801,Clouds,few clouds,02d
1703102400,2023-12-20 20:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.76,10000,23,36.5,42.04,45.03,1027,,,43,11.5,340,,,,,,40,802,Clouds,scattered clouds,03d
1703106000,2023-12-20 21:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.58,10000,23.81,36.7,41.99,44.58,1027,,,45,10.36,330,,,,,,75,803,Clouds,broken clouds,04d
1703109600,2023-12-20 22:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.77,10000,24.51,36.18,41,45.05,1028,,,48,9.22,340,,,,,,75,803,Clouds,broken clouds,04n
1703113200,2023-12-20 23:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.6,10000,25.2,35.89,41.31,44.06,1028,,,48,12.66,330,,,,,,100,804,Clouds,overcast clouds,04n
1703116800,2023-12-21 00:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,42.39,10000,26.31,35.62,41.31,42.8,1028,,,51,12.66,320,,,,,,75,803,Clouds,broken clouds,04n
1703120400,2023-12-21 01:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.38,10000,26.56,31.05,38.98,40.32,1028,,,58,15.01,330,,,,,,40,802,Clouds,scattered clouds,03n
1703124000,2023-12-21 02:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,38.97,10000,27.99,30.52,37.2,39.2,1028,,,63,14.97,330,23.02,,,,,40,802,Clouds,scattered clouds,03n
1703127600,2023-12-21 03:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.54,10000,27.79,29.08,36.19,39.99,1028,,,66,13.8,340,,,,,,40,802,Clouds,scattered clouds,03n
1703131200,2023-12-21 04:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.04,10000,28.31,29.32,35.2,38.01,1028,,,69,11.5,340,,,,,,20,801,Clouds,few clouds,02n
1703134800,2023-12-21 05:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.69,10000,27.48,27.16,35.01,37.38,1028,,,70,12.66,330,,,,,,20,801,Clouds,few clouds,02n
1703138400,2023-12-21 06:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.42,10000,27.55,27.3,34.32,37.38,1028,,,71,11.5,320,,,,,,20,801,Clouds,few clouds,02n
1703142000,2023-12-21 07:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.29,10000,27.45,27.64,33.33,37.38,1028,,,71,10.36,330,,,,,,20,801,Clouds,few clouds,02n
1703145600,2023-12-21 08:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.94,10000,27.18,25.45,32.32,37.38,1028,,,74,11.5,330,,,,,,20,801,Clouds,few clouds,02n
1703149200,2023-12-21 09:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.85,10000,27.1,26.42,32.32,37.38,1029,,,74,9.22,330,,,,,,20,801,Clouds,few clouds,02n
1703152800,2023-12-21 10:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.62,10000,27.19,26.78,31.98,37.38,1029,,,75,8.05,350,,,,,,20,801,Clouds,few clouds,02n
1703156400,2023-12-21 11:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,34.59,10000,27.73,27.97,33.21,37.38,1029,,,74,8.05,350,,,,,,40,802,Clouds,scattered clouds,03n
1703160000,2023-12-21 12:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.1,10000,26.98,26.4,33.98,37.38,1030,,,70,12.66,10,,,,,,20,801,Clouds,few clouds,02n
1703163600,2023-12-21 13:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.35,10000,26.26,26.73,34.2,37.38,1031,,,67,12.66,10,,,,,,20,801,Clouds,few clouds,02d
1703167200,2023-12-21 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,36.97,10000,25.97,27.61,35.98,37.4,1031,,,62,16.11,360,,,,,,20,801,Clouds,few clouds,02d
1703170800,2023-12-21 15:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.78,10000,25.23,27.68,36.99,40.01,1031,,,58,19.57,360,,,,,,20,801,Clouds,few clouds,02d
1703174400,2023-12-21 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.22,10000,23.7,30.16,37.98,41.31,1031,,,51,17.27,10,,,,,,20,801,Clouds,few clouds,02d
1703178000,2023-12-21 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,40.66,10000,24.03,31.44,38.3,41.31,1030,,,49,19.57,340,,,,,,20,801,Clouds,few clouds,02d
1703181600,2023-12-21 18:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.09,10000,23.05,32.31,38.98,43.2,1029,,,46,18.41,350,24.16,,,,,20,801,Clouds,few clouds,02d
1703185200,2023-12-21 19:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,41.25,10000,20.77,32.22,39.31,42.31,1029,,,41,19.57,340,,,,,,20,801,Clouds,few clouds,02d
1703188800,2023-12-21 20:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.92,10000,18.12,30.49,38.98,42.21,1029,,,38,19.57,340,28.77,,,,,20,801,Clouds,few clouds,02d
1703192400,2023-12-21 21:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.04,10000,16.3,29.93,37.98,40.19,1029,,,36,17.27,360,,,,,,20,801,Clouds,few clouds,02d
1703196000,2023-12-21 22:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.2,10000,14.83,27.55,36.19,39.04,1030,,,36,17.27,350,,,,,,20,801,Clouds,few clouds,02n
1703199600,2023-12-21 23:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.71,10000,17.26,24.96,34.2,38.19,1030,,,43,19.57,360,25.32,,,,,20,801,Clouds,few clouds,02n
1703203200,2023-12-22 00:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.91,10000,15.78,24.91,33.01,35.58,1030,,,43,12.66,360,,,,,,20,801,Clouds,few clouds,02n
1703206800,2023-12-22 01:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.21,10000,12.18,23.58,31.3,35.04,1031,,,37,13.8,10,23.02,,,,,20,801,Clouds,few clouds,02n
1703210400,2023-12-22 02:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.07,10000,12.31,23.09,30.31,34,1031,,,39,11.5,10,,,,,,20,801,Clouds,few clouds,02n
1703214000,2023-12-22 03:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.42,10000,10.27,20.5,29.3,33.03,1031,,,38,12.66,10,,,,,,20,801,Clouds,few clouds,02n
1703217600,2023-12-22 04:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,29.5,10000,9.95,20.44,28.33,32.04,1031,,,39,10.36,10,,,,,,20,801,Clouds,few clouds,02n
1703221200,2023-12-22 05:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,28.87,10000,9.88,19.08,27.99,31.19,1031,,,40,11.5,360,,,,,,20,801,Clouds,few clouds,02n
1703224800,2023-12-22 06:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,29.01,10000,11.91,19.83,27.99,30.99,1031,,,44,10.36,10,,,,,,20,801,Clouds,few clouds,02n
1703228400,2023-12-22 07:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,28.72,10000,13.41,20.1,27.99,30.02,1031,,,48,9.22,10,,,,,,20,801,Clouds,few clouds,02n
1703232000,2023-12-22 08:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.67,10000,12.69,18.32,26.31,29.19,1031,,,51,8.05,360,,,,,,20,801,Clouds,few clouds,02n
1703235600,2023-12-22 09:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.98,10000,13.37,17.96,26.31,29.01,1031,,,52,9.22,10,,,,,,20,801,Clouds,few clouds,02n
1703239200,2023-12-22 10:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.64,10000,12.25,18.28,26.58,28.04,1031,,,50,8.05,10,,,,,,20,801,Clouds,few clouds,02n
1703242800,2023-12-22 11:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.91,10000,13.69,18.61,25.99,28,1032,,,53,8.05,10,,,,,,20,801,Clouds,few clouds,02n
1703246400,2023-12-22 12:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.55,10000,14.83,17.42,25.3,28,1032,,,57,9.22,350,,,,,,75,803,Clouds,broken clouds,04n
1703250000,2023-12-22 13:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,26.55,10000,14.47,18.18,24.98,28.02,1033,,,56,8.05,20,,,,,,75,803,Clouds,broken clouds,04d
1703253600,2023-12-22 14:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,27.01,10000,15.62,18.73,25.99,28,1033,,,58,8.05,350,,,,,,75,803,Clouds,broken clouds,04d
1703257200,2023-12-22 15:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,28.49,10000,15.57,21.33,27.3,30,1033,,,54,6.91,360,,,,,,75,803,Clouds,broken clouds,04d
1703260800,2023-12-22 16:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.49,10000,16.29,23.74,28.98,32.31,1033,,,51,6.91,340,,,,,,75,803,Clouds,broken clouds,04d
1703264400,2023-12-22 17:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.57,10000,15.03,29.28,33.01,34.3,1032,,,42,4.61,0,,,,,,40,802,Clouds,scattered clouds,03d
1703268000,2023-12-22 18:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,36.07,10000,15.55,33.37,34.3,37.02,1031,,,39,3.44,20,,0.76,,,,40,500,Rain,light rain,10d
1703271600,2023-12-22 19:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,37.42,10000,13.86,34.92,36.99,38.3,1031,,,34,3.44,310,,4.57,,,,75,502,Rain,heavy intensity rain,10d
1703275200,2023-12-22 20:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,39.09,10000,15.19,35.4,36.3,39.97,1031,,,34,5.01,62,8.99,,,,,75,803,Clouds,broken clouds,04d
1703278800,2023-12-22 21:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,35.98,10000,16.5,32.09,35.01,38.19,1031,,,41,4.61,220,,,,,,40,802,Clouds,scattered clouds,03d
1703282400,2023-12-22 22:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.94,10000,19.33,28.74,32.2,37.2,1032,,,51,5.75,230,,,,,,40,802,Clouds,scattered clouds,03n
1703286000,2023-12-22 23:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.22,10000,20.57,27.7,31.3,36.99,1032,,,58,4.61,240,,,,,,40,802,Clouds,scattered clouds,03n
1703289600,2023-12-23 00:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,34.03,10000,22.8,34.03,32,37.2,1032,,,60,0,0,,,,,,40,802,Clouds,scattered clouds,03n
1703293200,2023-12-23 01:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.26,10000,22.84,33.26,32.05,36.99,1033,,,62,0,0,,,,,,40,802,Clouds,scattered clouds,03n
1703296800,2023-12-23 02:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,33.24,10000,21.42,28.9,31.98,35.58,1032,,,58,4.61,80,,,,,,75,803,Clouds,broken clouds,04n
1703300400,2023-12-23 03:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.31,10000,21.34,29.08,31.3,34.99,1033,,,60,3.44,60,,,,,,75,803,Clouds,broken clouds,04n
1703304000,2023-12-23 04:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.78,10000,19.56,24.98,30,35.58,1033,,,59,5.75,120,,,,,,75,803,Clouds,broken clouds,04n
1703307600,2023-12-23 05:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,31.51,10000,19.92,26.89,30.04,34.03,1032,,,58,4.61,100,,,,,,75,803,Clouds,broken clouds,04n
1703311200,2023-12-23 06:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.61,10000,20.89,32.61,29.98,34.2,1032,,,58,0,0,,,,,,75,803,Clouds,broken clouds,04n
1703314800,2023-12-23 07:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,30.54,10000,18.27,25.74,30.2,31.98,1032,,,56,4.61,50,,,,,,75,803,Clouds,broken clouds,04n
1703318400,2023-12-23 08:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,31.28,10000,18.97,25.57,30.2,34.2,1032,,,56,5.75,50,,,,,,75,803,Clouds,broken clouds,04n
1703322000,2023-12-23 09:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,31.37,10000,18.68,25.68,30.2,35.2,1032,,,55,5.75,60,,,,,,75,803,Clouds,broken clouds,04n
1703325600,2023-12-23 10:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.65,10000,18.66,28.2,31.3,35.01,1032,,,52,4.61,100,,,,,,40,802,Clouds,scattered clouds,03n
1703329200,2023-12-23 11:00:00 +0000 UTC,-18000,John F. Kennedy International Airport,40.644624,-73.779703,32.18,10000,18.27,27.66,31.03,35.2,1033,,,52,4.61,90,,,,,,40,802,Clouds,scattered clouds,03n
